City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
North Myrtle Beach,US,33.816,-78.68,71.38,72,0,8.05,clear sky
Tiksi,RU,71.6872,128.8694,-12.95,95,94,11.72,overcast clouds
Riohacha,CO,11.5444,-72.9072,86.07,56,86,17.07,overcast clouds
Road Town,VG,18.4167,-64.6167,82.49,69,20,8.05,few clouds
Vetluga,RU,57.8557,45.781,34.12,80,97,8.9,overcast clouds
Plyussa,RU,58.4308,29.3654,28.8,95,100,7.4,light snow
Fairbanks,US,64.8378,-147.7164,29.08,64,75,11.5,broken clouds
Leningradskiy,RU,69.3833,178.4167,5.13,81,0,7.0,clear sky
Cartama,ES,36.7107,-4.633,61.16,75,0,2.3,clear sky
Saskatoon,CA,52.1168,-106.6345,14.99,72,100,5.01,overcast clouds
Aasiaat,GL,68.7098,-52.8699,-8.3,100,42,3.56,scattered clouds
Necochea,AR,-38.5473,-58.7368,76.08,62,96,5.44,overcast clouds
Merritt,CA,50.1123,-120.7942,40.53,78,98,5.17,overcast clouds
Skjervoy,NO,70.0311,20.9714,17.6,60,7,8.9,clear sky
Hay River,CA,60.8156,-115.7999,29.05,87,100,3.49,overcast clouds
Pisco,PE,-13.7,-76.2167,73.02,87,99,8.81,overcast clouds
Nanortalik,GL,60.1432,-45.2371,29.73,80,15,5.19,few clouds
Jacqueville,CI,5.2052,-4.4146,81.09,85,84,7.58,broken clouds
Balashov,RU,51.5502,43.1667,48.67,62,100,12.84,overcast clouds
Alibunan,PH,11.1465,122.4591,74.95,93,100,5.79,overcast clouds
Lima,PE,-12.0432,-77.0282,79.05,65,0,13.8,clear sky
Gunjur,GM,13.2019,-16.7339,77.07,69,0,5.75,clear sky
Port-Gentil,GA,-0.7193,8.7815,78.76,89,20,3.44,moderate rain
Chaplynka,UA,46.3651,33.5403,38.16,66,100,16.51,overcast clouds
Yerbogachen,RU,61.2767,108.0108,-4.67,100,98,2.42,overcast clouds
Zhoucheng,CN,35.9122,116.3117,48.38,65,85,7.23,overcast clouds
Galway,IE,53.2719,-9.0489,50.92,89,100,9.8,overcast clouds
Chabahar,IR,25.2919,60.643,76.01,77,0,17.13,clear sky
Okhotsk,RU,59.3833,143.3,14.29,95,100,5.17,light snow
Russell,US,32.3502,-85.1999,75.96,83,40,0.0,scattered clouds
Flin Flon,CA,54.7682,-101.865,13.23,76,100,10.6,overcast clouds
Vysokogornyy,RU,50.1167,139.15,21.47,86,67,3.36,broken clouds
Mandera,KE,3.9366,41.867,87.69,48,82,6.82,broken clouds
Mattru,SL,7.6244,-11.8332,79.84,75,19,4.5,few clouds
Betare Oya,CM,5.6,14.0833,79.63,38,85,3.29,overcast clouds
Ahipara,NZ,-35.1667,173.1667,63.52,55,20,12.62,few clouds
Mga,RU,59.75,31.0667,34.83,97,100,5.48,light snow
Antalaha,MG,-14.9003,50.2788,76.14,89,85,2.93,overcast clouds
Marsabit,KE,2.3284,37.9899,69.98,67,13,6.58,few clouds
Balkhash,KZ,46.844,74.9804,39.58,63,0,12.48,clear sky
Marsh Harbour,BS,26.5412,-77.0636,78.03,65,8,4.23,clear sky
Atotonilco El Grande,MX,20.2833,-98.6667,72.05,56,15,12.88,few clouds
Zhuhai,CN,22.2769,113.5678,67.78,88,40,13.8,scattered clouds
Wabash,US,40.7978,-85.8205,50.45,46,100,9.31,overcast clouds
Sellye,SK,48.1513,17.8806,37.02,58,3,8.08,clear sky
Te Anau,NZ,-45.4167,167.7167,42.3,68,11,4.16,few clouds
Letka,RU,59.6011,49.4232,20.8,93,11,5.1,few clouds
Nemuro,JP,43.3236,145.575,35.13,84,0,9.28,clear sky
Pochutla,MX,15.7432,-96.4661,89.82,43,6,9.62,clear sky
San Juan,AR,-31.5375,-68.5364,89.38,32,0,7.92,clear sky
Faanui,PF,-16.4833,-151.75,83.03,72,92,11.72,overcast clouds
Burdur,TR,37.7203,30.2908,39.9,87,75,17.27,broken clouds
Sioux Lookout,CA,50.1001,-91.917,17.62,70,100,6.69,light snow
Hualmay,PE,-11.0964,-77.6139,78.82,69,100,8.48,overcast clouds
Maraa,BR,-1.8333,-65.3667,82.53,79,50,2.68,light rain
Ilebo,CD,-4.3167,20.5833,77.41,70,99,1.03,overcast clouds
Rorvik,NO,64.8621,11.2373,21.31,53,0,2.3,clear sky
Joshimath,IN,30.5667,79.5667,43.75,58,11,7.83,few clouds
Kovdor,RU,67.5662,30.4758,1.36,100,100,0.78,overcast clouds
Batemans Bay,AU,-35.7167,150.1833,68.09,92,100,4.68,overcast clouds
Aquiles Serdan,MX,17.7833,-92.2833,94.01,34,4,4.79,clear sky
Beian,NO,63.6559,9.5683,29.01,46,0,9.22,clear sky
Ternate,ID,0.8,127.4,79.5,80,97,2.89,light rain
Preobrazheniye,RU,42.9019,133.9064,34.56,64,0,5.28,clear sky
Enshi,CN,30.3,109.4833,49.98,95,100,0.54,light rain
Westport,US,41.1415,-73.3579,52.2,40,75,11.5,broken clouds
Camalu,MX,30.85,-116.0667,64.36,52,0,11.92,clear sky
Ust-Ishim,RU,57.6935,71.1665,41.54,86,99,10.04,overcast clouds
Yangambi,CD,0.8102,24.4336,70.23,96,100,2.15,light rain
Shimoda,JP,34.6667,138.95,49.1,82,39,11.59,scattered clouds
Sambava,MG,-14.2667,50.1667,76.62,91,79,4.07,light rain
Gohad,IN,26.4261,78.4447,73.58,29,0,3.58,clear sky
Qostanay,KZ,53.1667,63.5833,35.89,87,0,8.95,clear sky
Havelock,US,34.8791,-76.9013,64.35,61,100,7.0,overcast clouds
Ulaangom,MN,49.9811,92.0667,9.01,85,31,3.53,scattered clouds
Zhigansk,RU,66.7697,123.3711,-15.93,97,32,13.13,scattered clouds
Las Palmas,ES,28.4204,-14.0131,65.19,77,0,9.22,clear sky
Weiser,US,44.251,-116.9693,44.87,89,100,8.99,light rain
Terrace Bay,CA,48.7834,-87.1,23.92,66,95,10.92,overcast clouds
Fort-Shevchenko,KZ,44.5086,50.263,52.29,62,78,8.99,broken clouds
Juneau,US,58.3019,-134.4197,41.0,100,75,10.36,broken clouds
Vardo,NO,70.3705,31.1107,28.38,74,100,10.36,light snow
Ostrovnoy,RU,68.0531,39.5131,9.32,94,76,9.01,broken clouds
Mugumu,TZ,-1.85,34.7,59.43,98,94,0.72,heavy intensity rain
Ankang,CN,32.68,109.0172,52.75,63,93,2.84,overcast clouds
Itaueira,BR,-7.6033,-43.0256,80.47,55,75,2.37,broken clouds
Inirida,CO,3.8653,-67.9239,78.78,90,100,1.28,overcast clouds
Cherepovets,RU,59.1333,37.9,35.42,93,100,4.47,overcast clouds
Tuatapere,NZ,-46.1333,167.6833,44.62,66,21,5.57,few clouds
Bilma,NE,18.6853,12.9164,79.34,13,0,6.38,clear sky
Ishigaki,JP,24.3448,124.1572,71.62,76,86,19.17,overcast clouds
Ovre Ardal,NO,61.3167,7.8,23.88,95,100,4.76,overcast clouds
Christchurch,NZ,-43.5333,172.6333,46.9,87,75,14.97,broken clouds
Natal,BR,-5.795,-35.2094,81.25,74,20,6.91,few clouds
Bosaso,SO,11.2842,49.1816,82.47,74,92,2.04,overcast clouds
Nabire,ID,-3.3667,135.4833,74.84,89,100,3.47,overcast clouds
Qaqortoq,GL,60.7167,-46.0333,26.83,74,18,5.21,few clouds
Vangaindrano,MG,-23.35,47.6,69.89,74,86,7.56,overcast clouds
Slave Lake,CA,55.2834,-114.769,31.68,74,99,5.57,overcast clouds
Haapiti,PF,-17.5667,-149.8667,87.53,75,86,9.64,overcast clouds
Tugulym,RU,57.0591,64.6425,42.87,86,100,11.43,overcast clouds
Bowen,AU,-20.0167,148.2333,72.9,89,92,6.8,overcast clouds
Sigli,ID,5.3848,95.9609,77.63,85,93,4.36,overcast clouds
Port Lincoln,AU,-34.7333,135.8667,62.2,79,19,16.26,few clouds
Kenai,US,60.5544,-151.2583,36.09,77,100,8.05,overcast clouds
Klaksvik,FO,62.2266,-6.589,40.12,66,100,27.65,overcast clouds
Brae,GB,60.3964,-1.353,39.54,71,100,11.99,overcast clouds
Trollhattan,SE,58.2333,12.4167,34.39,64,100,8.05,overcast clouds
Martapura,ID,-3.4167,114.85,75.29,100,75,2.3,broken clouds
Aktau,KZ,43.65,51.2,46.98,61,9,9.75,clear sky
Blackwater,AU,-23.5833,148.8833,71.33,80,83,6.89,broken clouds
Thinadhoo,MV,0.5333,72.9333,82.09,77,87,4.21,overcast clouds
Fortuna,US,40.5982,-124.1573,53.94,91,87,12.75,overcast clouds
Atambua,ID,-9.1061,124.8925,71.85,87,95,3.62,overcast clouds
Meulaboh,ID,4.1363,96.1285,76.35,87,96,2.33,overcast clouds
Pimenta Bueno,BR,-11.6725,-61.1936,82.36,83,91,3.62,overcast clouds
Chimala,TZ,-8.85,34.0167,64.44,95,99,1.92,overcast clouds
Chernyshevskiy,RU,63.0128,112.4714,-11.61,98,92,4.12,overcast clouds
Lata,PT,40.1629,-8.3327,62.92,58,100,2.93,overcast clouds
Charlottetown,CA,46.2352,-63.1267,33.78,56,73,8.99,broken clouds
Brigantine,US,39.4101,-74.3646,51.04,69,100,6.91,overcast clouds
Muroto,JP,33.2833,134.15,55.99,58,90,8.32,overcast clouds
Shaoyang,CN,27.2315,111.4525,51.48,93,100,2.39,overcast clouds
Gayeri,BF,12.6497,0.4931,85.06,33,17,3.15,few clouds
Abha,SA,18.2164,42.5053,55.65,82,0,0.0,clear sky
Nsanje,MW,-16.92,35.262,70.03,99,99,3.49,overcast clouds
Myitkyina,MM,25.3833,97.4,60.4,90,16,3.2,few clouds
Asfi,MA,32.2994,-9.2372,64.85,66,2,11.52,clear sky
Lorengau,PG,-2.0226,147.2712,80.06,79,42,1.74,scattered clouds
Kiruna,SE,67.8557,20.2251,-3.08,78,93,3.44,overcast clouds
Shinpokh,PK,34.3292,71.1782,65.82,63,100,5.03,overcast clouds
Hebi,CN,35.8992,114.1925,52.14,53,82,6.51,broken clouds
Kushima,JP,31.4583,131.2333,51.75,66,100,4.05,overcast clouds
Olds,CA,51.7834,-114.102,24.57,79,22,3.31,few clouds
Arlit,NE,18.7369,7.3853,77.05,8,0,11.21,clear sky
Safita,SY,34.8205,36.1153,56.71,74,5,13.11,clear sky
Macaiba,BR,-5.8583,-35.3539,81.43,74,20,6.91,few clouds
Porto Novo,BJ,6.4965,2.6036,82.17,80,82,8.1,broken clouds
Nipawin,CA,53.3668,-104.0009,18.16,65,100,7.81,overcast clouds
Porto Santo,PT,33.072,-16.3415,66.58,82,0,5.75,clear sky
Inhambane,MZ,-23.865,35.3833,69.87,65,0,6.26,clear sky
Puri,IN,19.8,85.85,79.32,85,7,14.97,clear sky
Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,27.19,54,75,11.18,broken clouds
Lahat,ID,-3.8,103.5333,73.36,98,100,1.61,moderate rain
Ambanja,MG,-13.6833,48.45,80.29,80,96,6.4,moderate rain
Taicheng,CN,38.731,113.228,46.53,28,0,2.13,clear sky
Umm Lajj,SA,25.0213,37.2685,73.42,51,0,7.56,clear sky
Sobolevo,RU,54.4299,31.8996,43.79,89,100,9.48,light rain
Karratha,AU,-20.7377,116.8463,82.47,74,99,4.12,overcast clouds
Stockelsdorf,DE,53.8905,10.6258,42.26,74,100,3.44,overcast clouds
Mosquera,CO,4.7059,-74.2302,60.89,82,75,8.05,broken clouds
Sakakah,SA,29.9697,40.2064,64.96,30,0,2.06,clear sky
Plainview,US,40.7765,-73.4673,51.96,50,100,8.05,overcast clouds
Smithers,CA,54.7804,-127.1743,42.39,58,20,2.57,few clouds
Takoradi,GH,4.8845,-1.7554,80.31,84,15,3.91,few clouds
Lyubim,RU,58.3625,40.6843,33.87,94,100,8.08,overcast clouds
Dawei,MM,14.0833,98.2,76.41,76,94,3.76,overcast clouds
Matara,LK,5.9485,80.5353,75.15,93,23,3.74,few clouds
Bonavista,CA,48.6499,-53.1147,30.74,94,100,18.45,overcast clouds
Murchison,NZ,-41.8,172.3333,43.45,88,10,1.36,clear sky
Berdigestyakh,RU,62.0989,126.6992,9.25,95,100,8.9,light snow
Port Hedland,AU,-20.3167,118.5667,80.65,89,100,0.0,overcast clouds
Goma,CD,-1.6792,29.2228,58.78,98,85,0.67,overcast clouds
Mariental,NA,-24.6333,17.9667,75.18,28,50,8.97,scattered clouds
Belyy Yar,RU,53.6039,91.3903,33.85,87,72,4.47,broken clouds
Jalalabad,AF,34.4265,70.4515,65.34,59,100,2.13,light rain
Samarai,PG,-10.6167,150.6667,82.81,74,43,11.21,scattered clouds
Tunduma,TZ,-9.3,32.7667,57.61,98,100,3.65,overcast clouds
Tahe,CN,52.3333,124.7333,34.11,77,100,9.42,overcast clouds
Sabha,LY,27.0377,14.4283,69.49,17,0,12.46,clear sky
Tautira,PF,-17.7333,-149.15,81.34,75,89,7.07,overcast clouds
Rio Grande,BR,-32.035,-52.0986,80.71,72,29,14.36,scattered clouds
Iquitos,PE,-3.7481,-73.2472,79.52,92,91,3.04,overcast clouds
Ferrol,ES,43.4832,-8.2369,66.72,71,81,7.47,broken clouds
Auki,SB,-8.7676,160.7034,81.12,76,100,3.58,overcast clouds
Grottaglie,IT,40.5392,17.4337,48.45,48,3,12.12,clear sky
Gilgit,PK,35.9221,74.3087,50.74,48,100,5.79,overcast clouds
Zhifang,CN,30.35,114.3167,57.29,65,100,3.76,light rain
Muli,MV,2.9167,73.5667,82.38,74,93,4.74,overcast clouds
Odawara,JP,35.2556,139.1597,50.54,78,58,8.37,broken clouds
Jalu,LY,29.0331,21.5482,67.28,35,78,17.43,broken clouds
Dongsheng,CN,39.8161,109.9776,38.89,21,11,0.54,few clouds
Wattegama,LK,6.7989,81.4808,71.46,89,66,1.54,broken clouds
Grindavik,IS,63.8424,-22.4338,35.55,60,0,21.85,clear sky
Mehamn,NO,71.0357,27.8492,26.51,93,75,0.0,light snow
Aksu,CN,41.1231,80.2644,53.47,18,0,3.29,clear sky
Abalak,RU,58.1286,68.5944,41.05,94,100,10.31,moderate rain
Rio Cuarto,AR,-33.1307,-64.3499,87.67,51,0,13.8,light rain
Talipparamba,IN,12.05,75.35,73.47,83,33,2.28,scattered clouds
Alindao,CF,5.0267,21.2088,75.02,72,96,4.25,overcast clouds
Halifax,CA,44.6453,-63.5724,41.68,56,100,11.01,overcast clouds
Burgeo,CA,47.6167,-57.6152,36.55,71,100,7.78,overcast clouds
Vredendal,ZA,-31.6683,18.5012,63.55,75,1,16.44,clear sky
Havre-Saint-Pierre,CA,50.2334,-63.5986,32.36,93,40,5.75,scattered clouds
Coahuayana,MX,18.7333,-103.6833,88.32,39,0,7.96,clear sky
Bari,IT,41.1177,16.8512,52.88,45,20,18.01,few clouds
Cheremnoye,RU,53.1697,83.2133,39.79,97,36,5.26,scattered clouds
Wanning,CN,18.8003,110.3967,73.99,92,54,4.7,broken clouds
Shache,CN,38.4167,77.2406,57.7,16,94,6.62,overcast clouds
Mosjoen,NO,65.836,13.1908,24.91,67,0,3.44,clear sky
Suntar,RU,62.1444,117.6319,9.21,93,100,10.67,light snow
Jose De Freitas,BR,-4.7564,-42.5756,79.75,90,98,1.66,overcast clouds
Buckeye,US,33.3703,-112.5838,80.19,13,29,5.12,scattered clouds
Orsha,BY,54.5153,30.4053,29.23,95,100,19.48,light snow
Jumla,NP,29.2747,82.1838,40.41,79,12,4.34,few clouds
Kurilsk,RU,45.2333,147.8833,33.51,67,5,3.74,clear sky
Yeniseysk,RU,58.4497,92.1703,36.59,100,100,11.92,overcast clouds
Chaykovskaya,RU,58.1279,55.5378,30.09,89,34,8.28,scattered clouds
Anchorage,US,61.2181,-149.9003,37.94,83,75,10.36,broken clouds
San Jose,US,37.3394,-121.895,52.48,82,100,16.11,moderate rain
Korla,CN,41.7597,86.1469,52.27,22,9,3.15,clear sky
Loukhi,RU,66.0764,33.0381,12.65,96,100,5.06,overcast clouds
Arman,RU,59.7,150.1667,7.02,99,100,3.53,overcast clouds
Santa,PH,17.486,120.4348,75.34,77,59,5.39,broken clouds
Ulladulla,AU,-35.35,150.4667,62.76,88,82,6.98,broken clouds
Skibbereen,IE,51.55,-9.2667,52.11,95,100,8.25,overcast clouds
Eenhana,NA,-17.4667,16.3333,71.6,73,99,4.0,light rain
Maarianhamina,AX,60.0973,19.9348,28.81,86,40,9.22,scattered clouds
Tilichiki,RU,60.4667,166.1,13.23,92,28,5.77,scattered clouds
Yenagoa,NG,4.9247,6.2642,79.61,85,95,4.45,overcast clouds
Namanga,KE,-2.5433,36.7905,67.5,81,76,4.12,light rain
Mareeba,AU,-17.0,145.4333,70.45,93,12,1.28,few clouds
Gushikawa,JP,26.3544,127.8686,67.23,90,75,4.61,broken clouds
Nisia Floresta,BR,-6.0911,-35.2086,81.41,81,70,7.36,broken clouds
Kalmunai,LK,7.4167,81.8167,75.92,81,46,3.09,scattered clouds
Olafsvik,IS,64.8945,-23.7142,31.32,58,100,15.95,overcast clouds
Kitimat,CA,54.0524,-128.6534,55.9,34,22,1.01,few clouds
Timbiqui,CO,2.7717,-77.6654,82.74,74,98,7.05,light rain
Yuxia,CN,34.0615,108.6291,55.65,53,92,5.59,overcast clouds
Iralaya,HN,15.0,-83.2333,81.9,65,6,10.65,clear sky
Avera,US,33.194,-82.5271,73.45,62,100,11.52,overcast clouds
Ballina,AU,-28.8667,153.5667,68.77,90,91,5.66,light rain
Huarmey,PE,-10.0681,-78.1522,80.74,69,100,8.23,overcast clouds
Barcelos,PT,41.5388,-8.6151,64.69,59,70,4.5,broken clouds
Sergeyevka,KZ,53.88,67.4158,35.15,85,67,7.96,broken clouds
Dawson Creek,CA,55.7666,-120.2362,40.64,30,0,9.22,clear sky
Brainerd,US,46.358,-94.2008,24.46,73,100,8.05,overcast clouds
Whitianga,NZ,-36.8333,175.7,52.95,72,18,9.13,few clouds
Pasco,US,28.292,-82.4165,88.18,57,100,8.01,overcast clouds
Hamilton,US,39.1834,-84.5333,52.59,54,100,12.66,overcast clouds
Vieques,PR,18.425,-65.8329,85.84,69,40,17.27,scattered clouds
Merauke,ID,-8.4667,140.3333,77.05,92,99,8.9,light rain
Mocuba,MZ,-16.8392,36.9856,70.25,98,76,2.33,light rain
Longonjo,AO,-12.9067,15.2533,62.49,97,92,2.93,overcast clouds
Balikpapan,ID,-1.2675,116.8289,76.19,100,20,4.61,few clouds
Dongfeng,CN,42.6403,125.5118,36.07,59,0,6.82,clear sky
Lieksa,FI,63.3167,30.0167,24.39,95,100,13.27,light snow
Barabinsk,RU,55.3571,78.357,33.96,79,32,9.64,scattered clouds
Zachary,US,30.6485,-91.1565,80.74,47,0,10.36,clear sky
Suluq,LY,31.6682,20.2521,59.14,65,0,12.06,clear sky
Tiznit,MA,29.5833,-9.5,75.43,26,0,2.06,clear sky
Zharkent,KZ,44.1628,80.0,52.07,32,0,3.62,clear sky
Goderich,CA,43.7501,-81.7165,43.12,42,93,4.61,overcast clouds
Paamiut,GL,61.994,-49.6678,19.67,71,26,6.78,scattered clouds
Banfora,BF,10.6333,-4.7667,85.32,49,94,1.83,overcast clouds
Kysyl-Syr,RU,63.8986,122.7617,-6.84,95,74,6.69,broken clouds
Anloga,GH,5.7947,0.8973,83.43,78,51,13.42,broken clouds
Osa,RU,57.2829,55.4567,25.18,92,51,6.35,broken clouds
Pergamino,AR,-33.89,-60.5736,83.17,57,0,5.28,clear sky
Palafrugell,ES,41.9174,3.1631,56.35,51,30,9.69,scattered clouds
Carutapera,BR,-1.195,-46.02,76.69,92,86,5.61,moderate rain
Antsohihy,MG,-14.8796,47.9875,74.73,97,100,4.16,light rain
Vysokaya Gora,RU,55.9128,49.3017,32.18,74,97,13.09,overcast clouds
Makakilo City,US,21.3469,-158.0858,80.92,76,20,12.66,few clouds
Riyadh,SA,24.6877,46.7219,68.14,31,0,8.21,clear sky
Cuenca,EC,-2.8833,-78.9833,61.66,84,100,4.36,light rain
Jiazi,CN,22.8779,116.067,63.45,83,99,14.83,overcast clouds
Fare,PF,-16.7,-151.0167,82.36,72,89,10.33,overcast clouds
Hofn,IS,64.2539,-15.2082,30.74,85,100,22.84,light snow
Nieuw Amsterdam,SR,5.8833,-55.0833,84.22,73,20,6.91,few clouds
Simoes,BR,-7.5989,-40.8178,81.14,51,89,4.92,overcast clouds
Laguna,US,38.421,-121.4238,48.38,89,100,13.8,moderate rain
Atbasar,KZ,51.8,68.3333,29.93,86,0,2.86,clear sky
Zalantun,CN,48.0,122.7167,39.36,47,14,7.52,few clouds
Alice Springs,AU,-23.7,133.8833,69.35,83,75,8.05,broken clouds
Ust-Uda,RU,54.1742,103.0304,34.43,98,100,5.68,light snow
Urumqi,CN,43.801,87.6005,43.75,57,0,2.24,light rain
Casselman,CA,45.3168,-75.0826,41.32,48,100,4.61,overcast clouds
Belaya Gora,RU,68.5333,146.4167,2.77,93,97,17.07,overcast clouds
Tuyen Quang,VN,21.8233,105.2181,64.92,84,100,0.83,overcast clouds
Passo De Camaragibe,BR,-9.2368,-35.4901,80.15,81,3,6.38,clear sky
San Felipe,VE,10.3399,-68.7425,80.24,65,100,9.28,overcast clouds
Grand Gaube,MU,-20.0064,57.6608,74.37,78,56,1.01,broken clouds
Viedma,AR,-40.8135,-62.9967,75.45,29,52,4.21,broken clouds
Tandil,AR,-37.3217,-59.1332,82.74,40,72,10.11,broken clouds
Paragominas,BR,-2.9667,-47.4833,76.15,95,92,2.91,heavy intensity rain
Koberice,CZ,49.9855,18.0521,30.24,100,12,4.63,few clouds
Beira,MZ,-19.8436,34.8389,77.09,73,40,6.91,scattered clouds
Itarema,BR,-2.9248,-39.9167,77.99,84,96,7.29,overcast clouds
Ginda,IN,30.6945,78.4932,47.3,49,0,7.36,clear sky
Salinas,US,36.6777,-121.6555,57.72,75,100,17.27,overcast clouds
Progreso,MX,21.2833,-89.6667,98.11,54,99,14.7,overcast clouds
Niltepec,MX,16.5667,-94.6167,92.25,40,10,9.15,clear sky
Amla,IN,21.9333,78.1167,73.81,27,1,2.26,clear sky
Znamenskoye,RU,57.1281,73.8282,38.28,78,20,10.56,few clouds
Yulara,AU,-25.2406,130.9889,70.3,74,99,10.51,overcast clouds
Toma,BF,12.7667,-2.8833,81.52,51,99,10.74,overcast clouds
Wana,PK,32.2989,69.5725,58.21,64,100,4.29,overcast clouds
Ugoofaaru,MV,5.6667,73.0,81.37,74,9,3.24,clear sky
Rodrigues Alves,BR,-7.738,-72.6509,84.4,82,98,1.61,heavy intensity rain
Pokrovskoye,RU,47.4157,38.8971,49.42,95,100,12.5,overcast clouds
Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,81.77,88,56,0.89,heavy intensity rain
Mokhotlong,LS,-29.2894,29.0675,49.64,77,3,4.94,clear sky
Shasta Lake,US,40.6804,-122.3708,44.96,92,100,2.42,overcast clouds
Quesnel,CA,52.9999,-122.5029,40.03,61,80,4.18,broken clouds
Alofi,NU,-19.0595,-169.9187,82.29,83,75,9.22,light rain
Jiwani,PK,25.05,61.7417,76.26,80,0,17.16,clear sky
Nishihara,JP,26.1842,127.7558,67.28,86,100,8.05,overcast clouds
Zeya,RU,53.75,127.2667,28.74,97,100,5.59,light snow
Pacocha,PE,-17.5833,-71.3333,77.14,69,0,10.36,clear sky
Virginia Beach,US,36.8529,-75.978,59.05,60,75,5.75,broken clouds
Garowe,SO,8.4054,48.4845,78.62,64,5,12.03,clear sky
Chapaevsk,RU,52.9813,49.7112,44.55,74,19,10.02,few clouds
Matay,EG,28.419,30.7792,71.6,17,0,7.25,clear sky
Mountain Home,US,43.133,-115.6912,48.15,35,75,29.93,dust
Niono,ML,14.2526,-5.993,90.23,10,0,5.41,clear sky
Karla,EE,59.3723,24.9275,28.56,89,0,5.75,clear sky
Mulege,MX,26.8833,-111.9833,74.68,23,2,12.86,clear sky
Tessalit,ML,20.1986,1.0114,82.09,7,0,11.65,clear sky
Manokwari,ID,-0.8667,134.0833,77.67,78,100,3.27,overcast clouds
Waingapu,ID,-9.6567,120.2641,77.11,84,100,4.54,overcast clouds
Teahupoo,PF,-17.8333,-149.2667,82.36,78,83,9.48,light rain
Mormugao,IN,15.4,73.8,73.89,80,23,8.05,few clouds
Vila Franca Do Campo,PT,37.7167,-25.4333,61.21,90,93,21.14,light rain
Praya,CV,14.9215,-23.5087,81.14,21,0,9.22,clear sky
Saint-Louis,SN,16.3333,-15.0,88.02,7,0,8.75,clear sky
Verkhnevilyuysk,RU,63.4453,120.3167,-6.5,97,81,5.57,broken clouds
Pandan,PH,14.0453,124.1694,77.94,86,100,10.42,overcast clouds
Koungou,YT,-12.7336,45.2042,80.31,89,0,3.44,clear sky
Buala,SB,-8.145,159.5921,80.96,82,99,4.07,overcast clouds
Pandamatenga,BW,-18.5278,25.627,68.32,73,94,4.94,overcast clouds
Mount Isa,AU,-20.7333,139.5,69.57,88,9,0.0,clear sky
Bandarbeyla,SO,9.4942,50.8122,80.55,79,6,6.78,clear sky
Dobsice,CZ,48.8483,16.0822,34.41,65,86,4.36,overcast clouds
